ownership_type,nexus_rating,energy_footprint,core_reactor_size,harvesting_space,vertical_alignment,power_chambers,energy_flow_design,upper_collector_height,shared_conversion_units,isolated_conversion_units,internal_collectors,external_collectors,ambient_harvesters,shielded_harvesters,efficiency_grade,grid_connections
,10422000.0,38.6,8.2,30.3,4.0,1.0,1.0,2.7,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
,19000000.0,44.0,8.2,30.3,2.0,1.0,1.0,2.7,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
,22000000.0,67.2,8.2,30.3,8.0,2.0,1.0,2.7,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
,26500000.0,109.0,10.0,49.0,2.0,4.0,,,2.0,0.0,1.0,1.0,,,0.0,2.0
,40000000.0,137.0,,109.0,12.0,4.0,,,,,,,,,2.0,1.0
,45000000.0,153.3,20.5,83.4,4.0,3.0,,3.3,3.0,0.0,1.0,1.0,,,0.0,2.0
,46500000.0,80.1,20.0,50.0,13.0,2.0,2.0,3.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
,62000000.0,200.0,16.0,,4.0,6.0,,3.5,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0
,68000000.0,184.0,,95.0,6.0,4.0,,,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
,96024825.0,120.0,20.0,85.0,7.0,3.0,,5.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0
,130000000.0,208.0,18.0,122.0,4.0,4.0,,3.2,2.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0
,154259235.0,200.0,,,2.0,4.0,,,,,,,,,3.0,1.0
,266391450.0,221.5,,,3.0,5.0,,,,,,,,,3.0,1.0
,12600000.0,43.9,7.0,30.0,3.0,2.0,,2.5,0.0,1.0,,,1.0,0.0,1.0,1.0
,17000000.0,37.6,8.0,13.0,3.0,1.0,,3.0,1.0,0.0,1.0,0.0,,,1.0,1.0
,19200000.0,44.8,,,3.0,1.0,,3.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
,22324500.0,50.0,10.0,27.0,49.0,1.0,,3.5,1.0,0.0,0.0,1.0,,,3.0,1.0
,25000000.0,51.0,25.0,21.0,1.0,2.0,,2.5,0.0,1.0,,,1.0,0.0,2.0,1.0
,26776913.0,50.5,20.0,27.0,2.0,1.0,2.0,3.3,1.0,0.0,1.0,1.0,,,1.0,1.0
,29700000.0,68.0,12.0,40.0,44.0,2.0,1.0,3.5,1.0,0.0,0.0,1.0,,,3.0,1.0
,30000000.0,68.0,10.0,55.0,42.0,2.0,,0.0,2.0,0.0,1.0,1.0,,,,2.0
,30500960.0,68.0,12.0,40.0,46.0,2.0,1.0,3.5,1.0,0.0,0.0,1.0,,,3.0,1.0
,30478360.0,68.0,12.0,40.0,45.0,2.0,1.0,3.5,1.0,0.0,0.0,1.0,,,3.0,1.0
,34000000.0,145.0,12.0,100.0,9.0,4.0,,,1.0,1.0,1.0,1.0,,,3.0,1.0
,34990000.0,73.0,12.0,40.0,48.0,2.0,1.0,3.5,1.0,0.0,0.0,1.0,,,0.0,1.0
,64990000.0,100.0,8.2,51.7,7.0,1.0,,3.5,2.0,0.0,1.0,1.0,,,0.0,1.0
,67990000.0,184.0,,,6.0,4.0,,315.0,0.0,3.0,,,,,,1.0
,88106803.0,184.0,,,25.0,3.0,,,,,,,,,3.0,1.0
,95752238.0,220.8,,,30.0,3.0,,,,,,,,,3.0,1.0
,104990000.0,165.0,16.1,97.2,9.0,5.0,,3.5,2.0,1.0,1.0,1.0,,,0.0,1.0
,115349000.0,213.0,12.0,120.0,3.0,5.0,,,0.0,4.0,,,,,,1.0
,142488450.0,208.0,,119.0,3.0,4.0,,3.0,3.0,0.0,1.0,1.0,,,3.0,2.0
,241610850.0,260.0,,,3.0,5.0,,,,,,,,,0.0,1.0
,9400000.0,30.0,7.0,12.0,10.0,1.0,,,1.0,0.0,1.0,0.0,,,,2.0
,14000000.0,39.0,,,7.0,1.0,,,1.0,0.0,1.0,0.0,,,3.0,1.0
,14720000.0,42.0,,26.0,14.0,2.0,1.0,2.5,0.0,1.0,1.0,0.0,,,1.0,2.0
,18000000.0,55.0,6.0,41.0,4.0,3.0,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0
,19500000.0,66.0,15.5,36.0,19.0,3.0,1.0,,2.0,0.0,0.0,1.0,,,2.0,1.0
,21000000.0,82.0,8.0,20.0,22.0,3.0,,3.5,1.0,0.0,0.0,1.0,,,3.0,1.0
,21577000.0,82.43,,,18.0,3.0,,,1.0,0.0,,,,,,1.0
,23700000.0,73.0,12.0,42.0,18.0,3.0,1.0,2.7,2.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
,24200000.0,98.0,8.0,63.0,2.0,4.0,,,2.0,0.0,1.0,1.0,,,0.0,2.0
1.0,49000000.0,93.0,,,3.0,2.0,,3.2,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0
1.0,19250000.0,43.7,15.0,17.0,3.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
3.0,13094600.0,46.6,19.8,14.6,17.0,1.0,,3.0,1.0,0.0,,,,,,1.0
,12150000.0,51.0,,51.0,2.0,1.0,,3.15,1.0,0.0,0.0,1.0,,,0.0,1.0
,19100000.0,56.0,18.0,25.0,11.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0
,6800000.0,28.6,,,1.0,1.0,,,1.0,0.0,1.0,0.0,,,1.0,2.0
,7600000.0,38.1,6.1,23.8,9.0,2.0,,2.64,0.0,1.0,,,1.0,0.0,1.0,1.0
,8700000.0,41.5,11.9,18.5,1.0,1.0,,,1.0,0.0,1.0,0.0,,,1.0,1.0
,14603000.0,46.3,13.0,19.8,14.0,1.0,,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
,16500000.0,60.3,7.8,34.6,3.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
,40579000.0,130.9,16.5,67.0,2.0,3.0,1.0,3.5,3.0,0.0,1.0,0.0,,,0.0,1.0
,309757500.0,480.0,,,6.0,6.0,,3.15,4.0,0.0,1.0,1.0,,,3.0,2.0
,5863000.0,53.3,,,2.0,3.0,1.0,2.8,0.0,1.0,1.0,0.0,,,1.0,2.0
,6800000.0,35.4,10.0,19.6,8.0,1.0,,2.64,,,1.0,1.0,1.0,0.0,1.0,1.0
,7800000.0,42.0,6.0,29.0,2.0,2.0,,2.7,1.0,0.0,1.0,0.0,,,1.0,2.0
3.0,7953608.0,42.9,6.4,24.8,17.0,2.0,,2.8,0.0,2.0,0.0,1.0,1.0,1.0,,1.0
,8650000.0,51.0,8.3,31.0,13.0,2.0,,2.65,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
,9000000.0,31.5,,,3.0,1.0,,3.1,,,1.0,0.0,,,0.0,2.0
,9600000.0,52.0,8.0,30.0,4.0,2.0,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
,10200000.0,41.8,15.0,20.0,12.0,1.0,,,1.0,0.0,0.0,1.0,,,,1.0
,10284000.0,41.4,11.0,,9.0,1.0,,2.78,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
,10999000.0,44.0,16.0,15.0,11.0,1.0,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
,11338358.0,66.4,12.5,,2.0,2.0,,2.78,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0
,11800000.0,51.5,8.0,29.5,4.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
,12850000.0,63.7,10.0,34.7,5.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
,12950000.0,66.6,12.0,39.8,8.0,2.0,1.0,2.75,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
,14100000.0,47.0,6.0,30.0,6.0,2.0,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
,14600000.0,77.6,11.0,56.5,3.0,3.0,1.0,2.94,1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0
,17100000.0,80.1,12.0,46.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
,18428724.0,88.4,12.4,52.3,20.0,3.0,1.0,2.8,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
,18800000.0,67.1,20.0,25.0,8.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,,,0.0,1.0
,22250000.0,45.7,7.0,29.8,3.0,2.0,,3.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
3.0,33060000.0,110.2,15.4,65.8,14.0,4.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0
3.0,102841000.0,342.6,,217.0,4.0,6.0,,5.45,,,,,,,,1.0
0.0,9800000.0,57.2,8.5,33.0,6.0,2.0,1.0,,0.0,1.0,,,1.0,0.0,0.0,1.0
0.0,11800000.0,74.0,10.0,49.5,1.0,3.0,1.0,,1.0,0.0,1.0,0.0,,,2.0,1.0
,7650000.0,40.0,10.0,20.0,13.0,1.0,,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,7300000.0,37.1,9.0,18.8,2.0,1.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,9370000.0,52.0,6.0,37.0,1.0,3.0,2.0,2.6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
2.0,40000000.0,200.0,20.0,78.0,24.0,4.0,1.0,3.1,2.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0
2.0,6950000.0,35.0,10.0,18.0,5.0,1.0,,2.64,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
1.0,10500000.0,32.0,10.0,20.0,10.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
3.0,11686349.0,63.2,14.1,35.5,14.0,2.0,,2.8,0.0,2.0,0.0,1.0,,,,1.0
3.0,15775200.0,56.9,9.6,36.5,5.0,2.0,,,,,,,,,,1.0
3.0,20430000.0,68.1,16.0,31.0,17.0,2.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0
3.0,33957000.0,102.9,17.0,53.4,18.0,3.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0
3.0,4877130.0,26.2,3.0,16.0,5.0,1.0,,2.8,1.0,0.0,,,,,,1.0
2.0,5650000.0,27.4,6.4,,4.0,1.0,,2.64,0.0,1.0,,,1.0,0.0,0.0,1.0
0.0,6350000.0,26.0,,,13.0,1.0,,,1.0,0.0,1.0,0.0,,,,1.0
0.0,6400000.0,37.0,8.4,19.0,11.0,1.0,,2.64,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3.0,6655240.0,37.9,16.6,13.7,13.0,1.0,,2.8,1.0,0.0,,,,,,1.0
3.0,7244160.0,44.8,7.0,26.2,5.0,2.0,,2.8,1.0,0.0,,,,,,1.0
3.0,7259085.0,45.9,10.8,27.4,5.0,2.0,,2.8,1.0,0.0,,,,,,1.0
,7300000.0,56.0,8.0,35.0,17.0,2.0,,2.78,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
0.0,7500000.0,37.4,7.3,18.9,2.0,1.0,,2.74,1.0,0.0,,,1.0,0.0,2.0,1.0
1.0,7600000.0,47.0,6.2,30.0,4.0,2.0,0.0,,0.0,1.0,,,1.0,0.0,0.0,1.0
3.0,7898040.0,41.2,21.2,10.6,9.0,1.0,,2.8,1.0,0.0,1.0,0.0,,,,1.0
0.0,8000000.0,33.0,5.3,20.3,3.0,1.0,,2.48,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0
,8500000.0,35.0,6.5,21.0,6.0,2.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
3.0,8728500.0,52.9,12.1,20.9,5.0,2.0,,2.8,0.0,2.0,0.0,1.0,1.0,1.0,,1.0
,9180000.0,53.8,10.0,33.0,8.0,2.0,2.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2.0,9800000.0,45.0,5.2,,3.0,2.0,0.0,2.48,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
3.0,10047510.0,59.7,20.7,23.4,3.0,2.0,,2.8,0.0,2.0,0.0,1.0,,,,1.0
3.0,10198639.0,53.5,10.5,26.8,20.0,2.0,,2.8,0.0,2.0,0.0,1.0,1.0,1.0,,1.0
3.0,10485000.0,52.1,,,8.0,1.0,,,,,,,,,,1.0
1.0,10800000.0,79.0,16.0,39.0,15.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,,,0.0,2.0
3.0,11134824.0,57.5,12.8,27.7,17.0,2.0,,2.8,0.0,2.0,0.0,1.0,,,,1.0
3.0,11241295.0,60.1,6.3,43.0,6.0,3.0,,2.8,0.0,2.0,1.0,1.0,1.0,1.0,,1.0
2.0,11500000.0,50.0,8.6,32.0,1.0,2.0,,,0.0,1.0,0.0,1.0,,,0.0,2.0
1.0,11900000.0,72.0,11.0,50.0,28.0,2.0,,3.0,1.0,0.0,0.0,1.0,,,0.0,2.0
,12000000.0,55.0,10.0,40.0,1.0,2.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0
3.0,12356754.0,66.5,12.4,36.1,6.0,2.0,,2.78,,,,,,,,1.0
3.0,12352000.0,38.6,13.5,16.2,13.0,1.0,,4.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
3.0,12444000.0,40.8,15.9,15.2,12.0,1.0,,4.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
0.0,12400000.0,65.0,8.2,39.0,13.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0
1.0,12500000.0,65.7,11.9,32.2,24.0,2.0,,,1.0,0.0,1.0,1.0,0.0,1.0,,1.0
2.0,12700000.0,52.0,8.0,31.0,11.0,2.0,1.0,,1.0,0.0,,,1.0,0.0,2.0,1.0
3.0,12828479.0,83.1,24.7,37.1,3.0,3.0,,2.8,0.0,2.0,1.0,1.0,1.0,1.0,,1.0
3.0,13304760.0,56.4,13.9,26.1,29.0,2.0,,,0.0,1.0,1.0,0.0,,,,1.0
3.0,13599300.0,42.9,14.5,15.5,23.0,1.0,,4.0,1.0,0.0,1.0,0.0,0.0,1.0,,1.0
3.0,13631540.0,48.1,20.1,14.5,7.0,1.0,,3.0,1.0,0.0,,,0.0,1.0,,1.0
1.0,13900000.0,59.9,12.0,40.0,8.0,2.0,,,,,1.0,0.0,,,0.0,2.0
3.0,14054869.0,66.2,20.3,30.1,2.0,2.0,,2.78,,,,,,,,1.0
1.0,14100000.0,47.0,6.0,30.0,2.0,2.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
1.0,14300000.0,40.0,22.0,13.0,7.0,1.0,,,1.0,0.0,,,,,3.0,1.0
1.0,14500000.0,79.6,12.9,52.3,14.0,3.0,,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
1.0,14500000.0,50.0,8.2,27.8,6.0,2.0,1.0,3.1,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
0.0,14490000.0,46.8,6.5,38.0,4.0,2.0,,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
3.0,15597391.0,86.2,16.5,48.0,4.0,3.0,,2.78,,,,,,,,1.0
0.0,15750000.0,80.8,10.0,51.6,12.0,3.0,1.0,2.74,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
,16100000.0,68.0,9.5,37.0,4.0,2.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
2.0,14950000.0,78.0,13.0,45.0,12.0,3.0,1.0,2.74,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
,15064300.0,77.4,12.8,43.1,12.0,3.0,1.0,2.74,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
,9499999.0,69.0,7.0,45.0,5.0,3.0,,2.5,,,1.0,0.0,1.0,0.0,1.0,1.0
,7314160.0,39.9,13.3,16.8,5.0,1.0,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
,17400000.0,60.0,,,53.0,1.0,,3.1,,,,,,,3.0,1.0
,18000000.0,97.2,9.8,61.6,5.0,4.0,1.0,2.64,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
,18999000.0,81.3,10.1,53.8,2.0,3.0,1.0,2.48,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0
3.0,24124024.0,75.49,,14.2,7.0,2.0,,,0.0,1.0,,,,,,1.0
,7270000.0,39.0,9.0,20.9,3.0,1.0,,2.5,0.0,1.0,,,,,1.0,1.0
,8990000.0,65.0,6.0,,2.0,3.0,2.0,2.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
,10500000.0,53.9,8.4,31.5,5.0,2.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0
3.0,11733680.0,64.4,11.4,36.9,5.0,2.0,,2.8,,,,,1.0,0.0,,1.0
,21360000.0,53.74,25.1,15.5,18.0,1.0,,3.1,1.0,0.0,1.0,0.0,1.0,0.0,,1.0
,3264000.0,19.2,,,4.0,1.0,,,1.0,0.0,1.0,1.0,,,,1.0
,3740000.0,18.7,2.0,10.6,12.0,1.0,,2.64,1.0,0.0,1.0,0.0,,,2.0,2.0
,4900000.0,33.0,7.0,19.0,1.0,1.0,,2.64,0.0,1.0,1.0,0.0,,,1.0,1.0
,5990000.0,37.0,11.0,14.0,2.0,1.0,,2.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
,7550000.0,46.0,7.0,38.0,3.0,2.0,,2.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
,7800000.0,36.0,10.0,14.0,8.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,1.0
,8500000.0,37.4,7.4,22.4,6.0,2.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
,9900000.0,33.0,7.0,20.0,7.0,1.0,,2.64,1.0,0.0,1.0,0.0,,,2.0,1.0
,10200000.0,60.0,6.0,44.3,5.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
,10950000.0,56.0,29.0,,10.0,1.0,,,1.0,0.0,,,0.0,1.0,0.0,1.0
3.0,11187750.0,52.5,11.3,27.1,12.0,2.0,,3.0,0.0,1.0,,,,,,1.0
3.0,11739027.0,62.21,22.6,24.5,12.0,2.0,,3.0,0.0,1.0,0.0,1.0,,,,1.0
,15300000.0,79.0,23.0,,12.0,2.0,1.0,,0.0,1.0,,,0.0,1.0,0.0,1.0
,18700000.0,81.0,,,3.0,1.0,,,0.0,1.0,,,,,0.0,1.0
,18950000.0,70.0,30.0,30.0,29.0,2.0,1.0,2.8,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0
,20754886.0,61.41,27.2,16.3,8.0,1.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0
,24500000.0,109.0,,109.0,45.0,3.0,,3.1,2.0,0.0,,,,,3.0,1.0
,26000000.0,105.0,12.0,,22.0,4.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0
,32000000.0,128.5,17.0,78.0,33.0,3.0,,3.1,2.0,0.0,,,,,3.0,2.0
3.0,9693860.0,63.4,20.5,26.1,31.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
3.0,9774380.0,57.7,14.2,28.3,13.0,2.0,,2.65,1.0,0.0,0.0,1.0,,,,1.0
1.0,7600000.0,38.8,8.6,20.9,9.0,1.0,,2.8,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,7850000.0,49.0,6.0,35.0,7.0,3.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,2.0
,12700000.0,76.5,10.0,53.0,8.0,3.0,1.0,2.78,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
2.0,15000000.0,76.0,13.0,45.0,10.0,3.0,1.0,2.74,0.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0
3.0,4628000.0,20.0,5.0,8.8,7.0,1.0,,2.65,1.0,0.0,1.0,0.0,,,,1.0
2.0,5880000.0,20.0,5.0,8.0,9.0,1.0,,2.8,1.0,0.0,1.0,0.0,,,2.0,1.0
3.0,6185624.0,22.06,5.3,9.2,7.0,1.0,,3.0,1.0,0.0,1.0,0.0,,,,1.0
3.0,6424000.0,27.5,6.9,13.2,2.0,1.0,,2.72,1.0,0.0,0.0,1.0,,,,1.0
3.0,6633327.0,43.56,14.6,,7.0,1.0,,2.85,,,,,,,,1.0
,9013400.0,48.2,16.0,16.1,14.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0
1.0,6700000.0,36.0,9.6,19.6,14.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.0,6650000.0,33.0,6.0,21.0,7.0,1.0,,2.64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2.0,6800000.0,39.0,9.1,19.0,16.0,1.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
,7190000.0,35.3,6.6,21.0,2.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
2.0,7400000.0,37.1,8.0,18.9,13.0,1.0,,2.64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1.0,7500000.0,44.0,6.0,27.7,1.0,2.0,,2.67,0.0,1.0,,,,,1.0,1.0
0.0,7600000.0,61.5,10.4,27.6,9.0,2.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0
2.0,7999000.0,45.8,6.7,30.2,2.0,2.0,1.0,2.65,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
,8000000.0,38.5,8.5,16.6,6.0,1.0,,2.7,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,8100000.0,36.2,8.7,19.0,15.0,1.0,,2.64,,,1.0,0.0,0.0,1.0,1.0,1.0
1.0,8240000.0,65.9,11.0,41.0,11.0,3.0,0.0,3.3,0.0,1.0,1.0,0.0,,,0.0,1.0
2.0,8150000.0,52.0,8.2,,9.0,2.0,1.0,2.64,0.0,1.0,,,1.0,0.0,2.0,1.0
3.0,8349709.0,37.75,15.3,10.4,21.0,1.0,,2.85,,,,,,,,1.0
1.0,8450000.0,49.4,8.6,30.6,7.0,3.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
1.0,8600000.0,52.7,13.1,27.3,5.0,2.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0
3.0,8749660.0,52.9,11.3,27.8,20.0,2.0,,2.65,1.0,0.0,0.0,1.0,,,,1.0
1.0,8999000.0,53.0,11.0,32.0,7.0,2.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
2.0,9000000.0,60.0,,13.0,10.0,2.0,1.0,2.7,0.0,1.0,,,0.0,2.0,2.0,1.0
,9200000.0,50.9,9.0,30.0,4.0,2.0,1.0,2.74,,,,,1.0,0.0,2.0,1.0
0.0,9300000.0,51.0,6.0,38.0,5.0,3.0,2.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0
3.0,9609183.0,63.54,10.0,,12.0,2.0,,2.85,,,,,,,,1.0
1.0,9650000.0,51.1,10.5,,4.0,1.0,,2.74,,,1.0,0.0,0.0,1.0,2.0,1.0
1.0,9800000.0,35.0,9.0,20.0,11.0,1.0,,,1.0,0.0,1.0,0.0,,,2.0,2.0
3.0,9927350.0,54.1,12.0,27.4,5.0,2.0,,2.72,0.0,1.0,1.0,0.0,1.0,0.0,,1.0
,9850000.0,75.0,13.4,40.5,12.0,3.0,1.0,2.7,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0
1.0,10000000.0,70.0,13.4,39.9,4.0,3.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
1.0,10500000.0,50.0,8.0,40.0,4.0,2.0,1.0,2.64,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0
3.0,10533600.0,61.6,21.9,24.3,3.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
2.0,10800000.0,63.0,7.0,39.0,7.0,3.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0
2.0,11000000.0,58.5,12.0,34.0,16.0,2.0,1.0,2.7,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3.0,11624200.0,61.18,23.0,24.1,9.0,2.0,,2.72,0.0,1.0,1.0,0.0,,,,1.0
3.0,11879541.0,69.28,11.5,,22.0,2.0,,2.85,,,,,,,,1.0
3.0,11848200.0,63.7,12.3,36.8,13.0,2.0,,2.65,0.0,2.0,0.0,1.0,,,,1.0
1.0,12000000.0,82.4,12.0,52.7,13.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
,12300000.0,64.0,13.0,34.0,2.0,2.0,1.0,2.74,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
3.0,12553720.0,62.8,13.0,29.8,11.0,2.0,,3.0,0.0,1.0,,,,,,1.0
3.0,12500000.0,45.18,19.4,12.2,12.0,1.0,,,1.0,0.0,,,1.0,0.0,,1.0
3.0,12968417.0,73.81,13.0,42.7,9.0,3.0,,2.72,0.0,2.0,1.0,1.0,,,,1.0
3.0,13372232.0,59.0,10.9,30.9,3.0,2.0,,,1.0,0.0,,,0.0,1.0,,1.0
0.0,13500000.0,71.9,20.3,33.6,15.0,2.0,1.0,,2.0,0.0,1.0,1.0,,,1.0,1.0
2.0,13950000.0,82.0,12.0,43.0,7.0,3.0,1.0,2.64,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
3.0,14314970.0,96.11,15.1,,24.0,4.0,,2.85,,,,,,,,1.0
1.0,14500000.0,61.0,6.0,43.0,8.0,3.0,1.0,2.7,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
1.0,14500000.0,78.0,13.0,45.0,4.0,3.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
3.0,14939730.0,77.82,29.7,29.4,20.0,2.0,,2.85,,,,,,,,1.0
1.0,15000000.0,79.3,9.0,52.9,5.0,3.0,1.0,2.8,1.0,0.0,,,1.0,0.0,3.0,1.0
0.0,15500000.0,75.0,11.0,46.0,4.0,3.0,1.0,,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0
,15900000.0,57.0,9.4,37.0,3.0,2.0,1.0,3.2,,,,,1.0,0.0,2.0,1.0
3.0,17225134.0,89.62,12.4,52.7,13.0,3.0,,2.85,,,,,,,,1.0
3.0,17435492.0,90.89,14.1,53.3,11.0,3.0,,2.85,,,,,,,,1.0
3.0,17814701.0,96.86,12.4,55.2,12.0,3.0,,2.85,,,,,,,,1.0
3.0,18036662.0,112.82,13.7,66.6,3.0,4.0,,2.85,,,,,,,,1.0
1.0,18250934.0,62.8,12.9,31.0,2.0,2.0,,,0.0,2.0,1.0,1.0,0.0,1.0,,2.0
3.0,18639763.0,88.51,12.5,47.0,15.0,3.0,,,0.0,1.0,,,0.0,1.0,,1.0
1.0,19800000.0,61.2,11.0,26.0,5.0,2.0,,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
3.0,20323977.0,86.41,12.3,46.5,18.0,3.0,,,2.0,0.0,,,0.0,1.0,,1.0
1.0,21500000.0,67.0,9.0,40.0,4.0,3.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.0,21800000.0,105.2,14.1,58.8,3.0,4.0,,,2.0,0.0,1.0,1.0,0.0,2.0,,1.0
3.0,23824768.0,80.8,11.3,49.4,2.0,3.0,,,1.0,1.0,,,1.0,0.0,,1.0
